Category,Freq,Term,Total,loglift,logprob,topic_area
Topic2,1323.376786126722,update,2571.0520493796616,1.7366,-5.528,finance
Topic2,3250.4096963136276,results,8877.28816434962,1.396,-4.6294,finance
Topic2,1272.753425284365,cause,2485.8913400178117,1.7313,-5.567,finance
Topic2,1173.796653864541,regarding,2265.707412400496,1.7431,-5.648,finance
Topic2,3414.6335912681834,information,10302.762684813964,1.2964,-4.5801,finance
Topic2,1817.7727243154313,events,4251.928786287034,1.551,-5.2106,finance
Topic2,6136.1230459806075,company,25759.02956498237,0.9661,-3.994,finance
Topic2,1528.788228476974,expectations,3602.6398239310074,1.5435,-5.3837,finance
Topic2,1678.6478905496351,press,4239.847781633186,1.4742,-5.2902,finance
Topic2,1538.3484855523802,exchange,3905.0142716102355,1.4692,-5.3775,finance
Topic2,2412.0932242817307,including,10388.65311559358,0.9405,-4.9277,finance
Topic2,2521.2663525901876,business,11856.11044682668,0.8527,-4.8834,finance
Topic2,1429.3262656320244,www,4775.384999361459,1.1945,-5.451,finance
Topic2,1806.764556650173,covid,13030.695862309469,0.425,-5.2167,finance
Topic2,1476.4312678280678,com,6085.667462522058,0.9844,-5.4186,finance
Topic2,1619.973394780667,financial,12992.259269671842,0.3188,-5.3258,finance
Topic2,1417.4825890809184,email,5464.8001731944105,1.0513,-5.4593,finance
Topic2,1346.7166531856376,products,5252.430382820253,1.0397,-5.5105,finance
Topic2,1326.1498663230154,march,9532.730655345746,0.4283,-5.5259,finance
Topic3,194.5488190496201,evacuated,195.50025673769017,2.4519,-7.3893,finance
Topic3,192.18132781359643,cambodia,193.53332944526542,2.4497,-7.4015,finance
Topic3,112.18436109663624,nebehay,113.13579878642423,2.4483,-7.9398,finance
Topic3,111.1920182335174,westerdam,112.14345591956292,2.4482,-7.9487,finance
Topic3,510.53048281833145,tedros,515.0241541525364,2.448,-6.4245,finance
Topic3,100.27624669489917,wildlife,101.22768438381789,2.4473,-8.052,finance
Topic3,97.29921809557706,xinhua,98.25065578317718,2.447,-8.0822,finance
Topic3,94.3221894949764,evacuees,95.27362718250306,2.4467,-8.1132,finance
Topic3,83.40641795841907,disembark,84.35785564679851,2.4454,-8.2362,finance
Topic3,126.57013865061285,messonnier,128.022685975043,2.4453,-7.8192,finance
Topic3,67.52893209001878,lusha,68.4803697767163,2.4427,-8.4474,finance
Topic3,66.53658922405033,sihanoukville,67.48802690981972,2.4425,-8.4622,finance
Topic3,66.53658922213157,disembarking,67.48802690980176,2.4425,-8.4622,finance
Topic3,62.567217755722304,qom,63.51865544225193,2.4416,-8.5237,finance
Topic3,194.3989078214491,daegu,197.47731079353807,2.441,-7.39,finance
Topic3,55.62081768503409,evacuate,56.57225537401156,2.4398,-8.6414,finance
Topic3,52.64378908779886,cambodian,53.59522677345226,2.4388,-8.6964,finance
Topic3,52.64378908732752,wenliang,53.595226773441446,2.4388,-8.6964,finance
Topic3,50.65910335257047,huizhong,51.61054103968377,2.4381,-8.7348,finance
Topic3,49.66676048687111,kelland,50.61819817279727,2.4378,-8.7546,finance
Topic3,49.66676048666617,shincheonji,50.61819817278319,2.4378,-8.7546,finance
Topic3,280.05886072794505,ghebreyesus,285.78899314568065,2.4365,-7.025,finance
Topic3,272.9711104797073,adhanom,278.84207594549645,2.4355,-7.0506,finance
Topic3,43.712703283221984,kcdc,44.6641409714039,2.4352,-8.8823,finance
Topic3,42.72036041774775,stanway,43.6717981046344,2.4347,-8.9053,finance
Topic3,41.649156652175485,muslim,42.68214429276906,2.4322,-8.9307,finance
Topic3,35.7739603505191,reprimanded,36.72539803643487,2.4305,-9.0827,finance
Topic3,73.44045691781953,xiaomi,75.42885961538028,2.43,-8.3635,finance
Topic3,33.789274617029896,kato,34.74071230267456,2.429,-9.1398,finance
Topic3,33.78927461665732,hyonhee,34.74071230265309,2.429,-9.1398,finance
Topic3,214.17724735120777,nationals,221.35774599071394,2.4238,-7.2932,finance
Topic3,110.92236555145378,woo,114.15557740595897,2.428,-7.9511,finance
Topic3,172.58532444851323,church,178.61818842318155,2.4224,-7.5091,finance
Topic3,151.14983560556647,communist,156.81529276463974,2.4199,-7.6417,finance
Topic3,1284.8764093276068,hubei,1366.570138674078,2.3951,-5.5015,finance
Topic3,381.9712601109242,geneva,404.13976752917415,2.4003,-6.7146,finance
Topic3,1981.5363700693524,wuhan,2196.0464352646054,2.354,-5.0683,finance
Topic3,221.42123961147973,aboard,233.17789908550188,2.405,-7.2599,finance
Topic3,484.2953729667822,taiwan,528.7541517584483,2.3689,-6.4773,finance
Topic3,1015.6319771509363,passengers,1149.7686664994096,2.3327,-5.7367,finance
Topic3,1166.471938907688,province,1342.9516680011743,2.3159,-5.5982,finance
Topic3,106.41598527565627,yokohama,111.28013201873807,2.412,-7.9926,finance
Topic3,1144.8292835769096,mainland,1371.3681609076953,2.2762,-5.617,finance
Topic3,1227.554356621718,ship,1493.873205399832,2.2604,-5.5472,finance
Topic3,361.32020088592714,diamond,409.5190454268023,2.3315,-6.7702,finance
Topic3,311.2216927280298,thailand,349.74877875134746,2.34,-6.9195,finance
Topic3,189.8696291115972,philippines,207.4385139640957,2.3682,-7.4136,finance
Topic3,918.9968261567618,iran,1134.6339460207103,2.246,-5.8367,finance
Topic3,1202.335814695524,beijing,1528.2386501792028,2.2169,-5.5679,finance
Topic3,305.3068639411199,seoul,349.1345580849821,2.3226,-6.9386,finance
Topic3,1358.6519806258814,korea,1849.9715045547557,2.1481,-5.4457,finance
Topic3,826.0162511343685,ministry,1070.2422665297834,2.1977,-5.9433,finance
Topic3,464.7602103802569,princess,568.0542115136934,2.256,-6.5184,finance
Topic3,515.5165654089614,quarantined,642.6482403415717,2.2363,-6.4148,finance
Topic3,5906.0655109576755,cases,10422.108493309184,1.8888,-3.9762,finance
Topic3,9144.107937285497,china,17365.662092889186,1.8154,-3.5391,finance
Topic3,1149.4099427160527,hong,1670.7728132418501,2.0827,-5.613,finance
Topic3,1136.5500706457185,kong,1656.0397015177314,2.0803,-5.6242,finance
Topic3,2428.6995690955564,confirmed,4082.1474166518274,1.9375,-4.8648,finance
Topic3,2406.9169668911,chinese,4176.1332302093715,1.9057,-4.8739,finance
Topic3,1152.0035848643188,infections,1911.7052798211666,1.9502,-5.6107,finance
Topic3,4863.009855611177,virus,12128.130856085429,1.5429,-4.1705,finance
Topic3,1403.302072840449,south,2490.6108789453683,1.883,-5.4134,finance
Topic3,1219.9744249352175,authorities,2139.193292881764,1.8951,-5.5534,finance
Topic3,1249.313945947152,infected,2297.4142012125326,1.8475,-5.5296,finance
Topic3,2397.2340093740895,reported,5639.946075048695,1.6012,-4.8779,finance
Topic3,1361.1293456457252,deaths,2620.475860722157,1.8017,-5.4439,finance
Topic3,1608.2595584642004,officials,3427.5047323904046,1.7001,-5.2771,finance
Topic3,4252.773481097407,health,14561.122891049787,1.226,-4.3046,finance
Topic3,3467.977755115752,people,11481.30887784284,1.2596,-4.5086,finance
Topic3,1428.6821069011228,city,3145.1888703282843,1.6676,-5.3955,finance
Topic3,1155.1127249352812,outside,2314.3804195590637,1.7618,-5.608,finance
Topic3,1702.0574070320692,countries,4380.483564290275,1.5114,-5.2204,finance
Topic3,1164.8345200707513,japan,2466.293028444013,1.7066,-5.5996,finance
Topic3,1669.6070418981888,country,4970.9535287744275,1.3657,-5.2396,finance
Topic3,2165.511696030842,world,8618.262613480234,1.0755,-4.9795,finance
Topic3,1889.5022847423206,spread,6587.351521710345,1.2079,-5.1159,finance
Topic3,1617.4812945326285,number,5779.193398307645,1.1833,-5.2713,finance
Topic3,1462.1730524318687,disease,4418.824105239762,1.3508,-5.3723,finance
Topic3,1534.6842075631212,according,6114.11731172748,1.0745,-5.3239,finance
Topic3,1493.3546071383546,reuters,5498.545781922534,1.1533,-5.3512,finance
Topic3,1317.9325599171545,told,4445.303834136756,1.241,-5.4761,finance
Topic3,1403.8130062038326,global,11172.680352097013,0.3825,-5.413,finance
Topic3,1183.1352045861447,total,4757.749083720766,1.0651,-5.584,finance
Topic4,860.7138246861666,cuomo,861.7853860216378,2.484,-5.8737,finance
Topic4,257.29566307651487,blasio,258.24724748545464,2.4816,-7.0812,finance
Topic4,181.11121370815965,ellyatt,182.06279812161964,2.48,-7.4323,finance
Topic4,150.43955227911715,schumer,151.39113668949318,2.479,-7.6179,finance
Topic4,124.71493301208588,conte,125.6665174237702,2.4777,-7.8054,finance
Topic4,111.85262338229093,inslee,112.80420779101824,2.4768,-7.9142,finance
Topic4,85.13859568106534,breuninger,86.09018009198543,2.4742,-8.1871,finance
Topic4,84.14918724531553,giuseppe,85.10077165862546,2.474,-8.1988,finance
Topic4,69.30806074772315,aide,70.25964515925824,2.4716,-8.3929,finance
Topic4,110.8492289345579,cnn,112.7838497436286,2.468,-7.9233,finance
Topic4,54.46693425128378,usns,55.41851865987604,2.468,-8.6338,finance
Topic4,46.55166678503267,massie,47.503251193510295,2.465,-8.7909,finance
Topic4,45.56225835045291,mangan,46.51384276019589,2.4646,-8.8123,finance
Topic4,68.74410176663709,pramuk,70.26329341524327,2.4634,-8.401,finance
Topic4,40.61521618593032,lago,41.566800593766565,2.4621,-8.9273,finance
Topic4,318.6488084714055,pelosi,326.56116928802635,2.4607,-6.8673,finance
Topic4,37.6469908851039,ventec,38.598575293858175,2.4603,-9.0032,finance
Topic4,36.657582452303025,cowan,37.60916686055589,2.4596,-9.0298,finance
Topic4,36.65758244256048,macron,37.609166860527985,2.4596,-9.0298,finance
Topic4,35.66817401905522,birx,36.619758427256485,2.4589,-9.0572,finance
Topic4,35.66817401258679,smalls,36.61975842719022,2.4589,-9.0572,finance
Topic4,86.68089471564309,ioc,89.06263447038764,2.4582,-8.1692,finance
Topic4,227.12850046081397,newsom,233.6286115407746,2.4571,-7.2059,finance
Topic4,32.69994871642238,javits,33.651533127307694,2.4566,-9.1441,finance
Topic4,31.71054028629643,grisham,32.66212469409863,2.4557,-9.1748,finance
Topic4,31.710540282772794,salinas,32.662124694080966,2.4557,-9.1748,finance
Topic4,28.74231497834791,paralympic,29.69389939415487,2.4527,-9.2731,finance
Topic4,27.752905556360727,wilkie,28.704490967271298,2.4516,-9.3081,finance
Topic4,26.763498116284385,garcetti,27.71508252760865,2.4503,-9.3444,finance
Topic4,25.774089686446313,hoyer,26.72567409432643,2.449,-9.3821,finance
Topic4,694.1471725287305,hopkins,721.32825416029,2.4469,-6.0887,finance
Topic4,629.6453130443232,johns,660.00073832813,2.4382,-6.1863,finance
Topic4,110.86558586832152,rep,115.74445550780953,2.4422,-7.9231,finance
Topic4,80.62020657336467,westchester,84.05983732170782,2.4435,-8.2417,finance
Topic4,308.12872381719274,republican,326.6271820279646,2.427,-6.9009,finance
Topic4,299.614630098037,fauci,325.60545500301697,2.4021,-6.9289,finance
Topic4,125.17055997661502,holly,132.6126103125851,2.4275,-7.8017,finance
Topic4,803.9639937806212,senate,913.3814056306331,2.3577,-5.9419,finance
Topic4,416.5227794490218,democrats,462.28705157999553,2.381,-6.5995,finance
Topic4,145.77811550472185,higgins,157.3367422719684,2.409,-7.6493,finance
Topic4,3769.975813364275,trump,4680.608627259328,2.2689,-4.3966,finance
Topic4,117.21947577708993,mcconnell,127.00176724750912,2.4051,-7.8674,finance
Topic4,2004.9291366159446,house,2535.4256577784363,2.2505,-5.0281,finance
Topic4,437.8843346164056,pence,508.697061445344,2.3354,-6.5495,finance
Topic4,213.08771992589575,republicans,242.51777416617352,2.3559,-7.2697,finance
Topic4,1174.296843338256,white,1562.7785311683042,2.1995,-5.563,finance
Topic4,380.8081050158751,lawmakers,467.64622051351006,2.2799,-6.6891,finance
Topic4,405.4171163235608,mnuchin,501.697090197978,2.2722,-6.6265,finance
Topic4,178.17104934525088,senators,206.0465784632931,2.3399,-7.4487,finance
Topic4,1108.1838253419805,washington,1739.7307299655838,2.0343,-5.6209,finance
Topic4,973.2589540222014,donald,1505.916982251505,2.0488,-5.7508,finance
Topic4,486.8065335552849,county,669.2609916191539,2.167,-6.4436,finance
Topic4,2820.0210706469848,state,5327.173143012799,1.8492,-4.6869,finance
Topic4,1172.2172140355967,administration,1961.236453265993,1.9706,-5.5648,finance
Topic4,2043.7525076332358,york,3851.6199639838665,1.8516,-5.0089,finance
Topic4,552.9769553557268,secretary,862.6474756905807,2.0406,-6.3161,finance
Topic4,327.26312070848456,ventilators,444.86740560553267,2.1783,-6.8407,finance
Topic4,2512.061778275584,president,6451.566349531722,1.5421,-4.8026,finance
Topic4,289.38413093338005,mayor,387.2671667789542,2.1939,-6.9637,finance
Topic4,547.939338332122,congress,919.4496656784027,1.9677,-6.3253,finance
Topic4,892.156515297809,tested,1816.640766210498,1.7742,-5.8378,finance
Topic4,1326.2664320689687,officials,3427.5047323904046,1.5358,-5.4413,finance
Topic4,2792.828628858688,cases,10422.108493309184,1.1684,-4.6966,finance
Topic4,624.4371129636248,package,1174.3798233739149,1.8536,-6.1946,finance
Topic4,2806.3885077300342,people,11481.30887784284,1.0765,-4.6918,finance
Topic4,1821.9598901615145,according,6114.11731172748,1.2746,-5.1238,finance
Topic4,1668.8929542770686,states,5460.044469385838,1.3,-5.2115,finance
Topic4,1542.2501670670167,country,4970.9535287744275,1.3149,-5.2904,finance
Topic4,1387.319334654517,told,4445.303834136756,1.3208,-5.3963,finance
Topic4,995.6885750989103,italy,2687.936047345336,1.4922,-5.728,finance
Topic4,978.4101327367782,deaths,2620.475860722157,1.5001,-5.7455,finance
Topic4,2503.250630268177,health,14561.122891049787,0.7245,-4.8061,finance
Topic4,744.3998168145191,university,1602.4141556559848,1.7186,-6.0188,finance
Topic4,1048.8827215294123,city,3145.1888703282843,1.3871,-5.6759,finance
Topic4,1154.9274979406205,confirmed,4082.1474166518274,1.2227,-5.5796,finance
Topic4,1291.3470714850312,public,5327.383128716289,1.0681,-5.468,finance
Topic4,1383.9839389726185,government,6264.064052586036,0.9754,-5.3987,finance
Topic4,1331.0114834215642,cnbc,5837.852819340155,1.0068,-5.4377,finance
Topic4,1845.675413807791,virus,12128.130856085429,0.6026,-5.1108,finance
Topic4,1267.0488000334765,pandemic,6032.661255606521,0.9248,-5.487,finance
Topic4,1584.1470014301785,covid,13030.695862309469,0.378,-5.2636,finance
Topic4,1284.1469666296014,spread,6587.351521710345,0.8502,-5.4736,finance
Topic4,1189.5013044589523,monday,5634.078599294104,0.93,-5.5501,finance
Topic4,1136.0229463276144,home,4936.361022178448,1.0162,-5.5961,finance
Topic4,1123.923344541925,friday,4903.860989293128,1.0121,-5.6068,finance
Topic4,1217.6311881045501,week,8880.919681695701,0.4983,-5.5268,finance
Topic4,1046.991863144115,tuesday,4631.726235039431,0.9983,-5.6777,finance
Topic4,1052.447428256171,number,5779.193398307645,0.7821,-5.6726,finance
Topic5,310.10749669765084,greenback,311.0591792157713,2.6247,-6.752,finance
Topic5,212.35031735362534,franc,213.30199987079604,2.6233,-7.1307,finance
Topic5,183.69905212746283,lagarde,184.6663134126917,2.6225,-7.2756,finance
Topic5,1465.2541540418829,euro,1481.3321390021074,2.6169,-5.1991,finance
Topic5,575.5435514070156,ecb,583.7124650329453,2.6137,-6.1336,finance
Topic5,65.22082520918146,forint,66.17250772532451,2.6133,-8.3111,finance
Topic5,63.245932695000306,aussie,64.19761521331378,2.6128,-8.3419,finance
Topic5,61.27104018500373,bund,62.222722701280595,2.6124,-8.3736,finance
Topic5,52.37980637555122,francs,53.33578193876725,2.6097,-8.5304,finance
Topic5,50.40913136500408,sruthi,51.36081388511283,2.6091,-8.5688,finance
Topic5,44.48445382602096,azul,45.436136349147496,2.6066,-8.6938,finance
Topic5,42.50956132010789,dhara,43.46124383709649,2.6056,-8.7392,finance
Topic5,42.50956132010789,ranasinghe,43.46124383709649,2.6056,-8.7392,finance
Topic5,52.14995206949018,rba,53.34488825439995,2.6051,-8.5348,finance
Topic5,38.541892947224504,sanyal,39.51154749399568,2.6029,-8.8372,finance
Topic5,37.55119156344261,shreyashi,38.524117379736715,2.6022,-8.8632,finance
Topic5,32.635098760761515,zloty,33.58678127698833,2.599,-9.0035,finance
Topic5,107.4000746804251,kospi,110.6112317682406,2.5983,-7.8124,finance
Topic5,30.66020624061866,inversion,31.611888764808775,2.5972,-9.066,finance
Topic5,29.672759991769517,guedes,30.624442508935058,2.5962,-9.0987,finance
Topic5,27.69786746484155,ringgit,28.649549996974795,2.594,-9.1676,finance
Topic5,26.710421222451252,kramp,27.662103740871068,2.5928,-9.2039,finance
Topic5,26.710421222451252,karrenbauer,27.662103740871068,2.5928,-9.2039,finance
Topic5,49.42168511334922,lira,51.37480594168517,2.589,-8.5885,finance
Topic5,22.76063620019066,dreyfuss,23.712318716879427,2.5868,-9.3639,finance
Topic5,22.76063620019066,gertrude,23.712318716879427,2.5868,-9.3639,finance
Topic5,22.760636199983274,loonie,23.712318716900647,2.5868,-9.3639,finance
Topic5,22.760636198817707,sujata,23.712318716900235,2.5868,-9.3639,finance
Topic5,45.47009468786511,shankar,47.41646977603193,2.5859,-8.6719,finance
Topic5,21.773189944364734,kiwi,22.72487246087641,2.585,-9.4082,finance
Topic5,652.1140821288975,currencies,694.8138354371737,2.5644,-6.0087,finance
Topic5,204.84428934183705,sterling,216.21988776783786,2.5737,-7.1667,finance
Topic5,1031.0235310955286,yen,1109.9330644673735,2.554,-5.5506,finance
Topic5,260.71459520703684,stoxx,277.5972290326547,2.565,-6.9255,finance
Topic5,249.23296467805054,ftse,269.96754144485726,2.5479,-6.9705,finance
Topic5,2501.884925404385,dollar,2843.8507305236894,2.4997,-4.6641,finance
Topic5,317.34070094582034,msci,346.77382972814706,2.5391,-6.7289,finance
Topic5,55.29335078516276,inverted,58.2797944155136,2.5752,-8.4763,finance
Topic5,183.3050996946106,pmi,200.60246741384606,2.5376,-7.2778,finance
Topic5,143.95458432965427,peso,156.60387578126418,2.5436,-7.5194,finance
Topic5,313.7634430520574,ounce,360.70498763740466,2.4884,-6.7403,finance
Topic5,529.9014723212017,zone,671.8388744934097,2.3904,-6.2162,finance
Topic5,221.41051948457903,bps,264.9447162870088,2.4483,-7.0889,finance
Topic5,208.34708296564557,basket,248.07530739572056,2.4532,-7.1497,finance
Topic5,880.5547559927359,yields,1318.5263447630157,2.2241,-5.7084,finance
Topic5,1759.6554432073856,index,2934.7403134184797,2.1163,-5.0161,finance
Topic5,251.17276442182143,swiss,321.6034918164241,2.3806,-6.9628,finance
Topic5,513.0487895236788,economists,729.0311495070624,2.2764,-6.2486,finance
Topic5,507.1727395254432,gdp,726.7729740050679,2.268,-6.2601,finance
Topic5,421.75600103237656,german,596.9653692369741,2.2803,-6.4445,finance
Topic5,308.753844786567,policymakers,425.1976460378293,2.3078,-6.7564,finance
Topic5,228.37907358651918,nikkei,301.24601984448935,2.3509,-7.0579,finance
Topic5,1702.017322807355,central,3282.454250964516,1.971,-5.0494,finance
Topic5,1351.1321507203227,european,2537.4769333839813,1.9975,-5.2802,finance
Topic5,347.9618071777337,tmsnrt,504.13638896562685,2.257,-6.6368,finance
Topic5,481.30125531668926,haven,771.8271929863695,2.1555,-6.3124,finance
Topic5,2357.7281810257377,economy,5839.444401755595,1.7208,-4.7235,finance
Topic5,1508.76460115604,fell,3508.0479662248413,1.784,-5.1699,finance
Topic5,2024.449323781674,bank,5654.643206296405,1.6006,-4.8759,finance
Topic5,2353.44679912387,markets,7337.860451406512,1.4906,-4.7253,finance
Topic5,2278.4018702460476,economic,7273.920205436515,1.467,-4.7577,finance
Topic5,1099.672645530776,rose,2573.879309344648,1.7774,-5.4862,finance
Topic5,786.3764703604228,currency,1603.6992575069414,1.9151,-5.8215,finance
Topic5,1898.9993155922373,growth,6262.597966329929,1.4345,-4.9398,finance
Topic5,1161.1497658939138,low,3373.0056501897425,1.5614,-5.4318,finance
Topic5,847.418771448259,gold,2087.5303820142844,1.7262,-5.7467,finance
Topic5,1387.9986690376618,rate,4631.528999307891,1.4228,-5.2533,finance
Topic5,1228.8152634677617,cut,3821.7645069683317,1.4931,-5.3751,finance
Topic5,1020.8082305367427,trade,3020.5232317858727,1.5429,-5.5606,finance
Topic5,1394.9167421192283,reuters,5498.545781922534,1.2561,-5.2483,finance
Topic5,2030.2581259605838,global,11172.680352097013,0.9225,-4.873,finance
Topic5,896.1173272243084,japan,2466.293028444013,1.6154,-5.6909,finance
Topic5,1747.0660645267278,week,8880.919681695701,1.0018,-5.0232,finance
Topic5,1404.3251124514709,investors,6241.484275670866,1.1361,-5.2416,finance
Topic5,2180.1926706824383,china,17365.662092889186,0.5527,-4.8018,finance
Topic5,939.2965598811924,editing,2797.977485750548,1.5363,-5.6438,finance
Topic5,1186.769102426169,month,4851.719759850849,1.2197,-5.4099,finance
Topic5,1104.9330931525192,hit,4137.231808997044,1.3075,-5.4814,finance
Topic5,1662.9306866231827,virus,12128.130856085429,0.6408,-5.0726,finance
Topic5,1024.5653281726834,rates,3799.8763491050363,1.3171,-5.5569,finance
Topic5,1431.5643183669831,market,13145.012340810512,0.4105,-5.2224,finance
Topic5,1150.3933117163335,data,6464.272937119259,0.9016,-5.4411,finance
Topic5,1023.2157204419766,reporting,4111.318663321994,1.237,-5.5582,finance
Topic5,1206.8798145037376,impact,8938.420820889049,0.6255,-5.3931,finance
Topic5,1173.9414106820802,world,8618.262613480234,0.6343,-5.4208,finance
Topic5,1024.6013405659453,monday,5634.078599294104,0.9232,-5.5569,finance
Topic6,58.92004599787293,albertsons,59.87204167201952,2.7344,-8.2901,finance
Topic6,48.127031742380936,instacart,49.07902741737033,2.7308,-8.4925,finance
Topic6,98.11048975090188,hunger,100.12455773788298,2.7301,-7.7802,finance
Topic6,84.37022783529285,gig,86.37951457388615,2.7268,-7.9311,finance
Topic6,169.4573492647447,meals,173.7755902706281,2.7252,-7.2337,finance
Topic6,71.57901591068132,shelters,73.61564092856042,2.7223,-8.0955,finance
Topic6,283.1089996100819,sanitizer,291.4909765868702,2.7212,-6.7205,finance
Topic6,51.96189973499726,charities,54.009714224777795,2.7117,-8.4158,finance
Topic6,23.597453889825292,nutritious,24.549449565973124,2.7108,-9.2052,finance
Topic6,22.616270768130896,feelings,23.56826645183743,2.7091,-9.2477,finance
Topic6,22.616270767222677,filers,23.568266451682142,2.7091,-9.2477,finance
Topic6,21.635087659976787,kantrowitz,22.587083337840397,2.7073,-9.292,finance
Topic6,21.63508765946945,whatsapp,22.58708333787112,2.7073,-9.292,finance
Topic6,65.32630749889036,homeless,68.72301348165806,2.6997,-8.1869,finance
Topic6,17.710355206497862,pantries,18.66235088163045,2.698,-9.4922,finance
Topic6,16.729172090548648,daycare,17.681167767599824,2.695,-9.5492,finance
Topic6,16.729172090188655,shark,17.68116776765229,2.695,-9.5492,finance
Topic6,15.747988978793302,safeway,16.69998465350906,2.6917,-9.6096,finance
Topic6,46.26031992404555,scams,49.10025897153846,2.6908,-8.532,finance
Topic6,127.36098574512778,feeding,135.46017239365455,2.6887,-7.5193,finance
Topic6,14.766805863420984,hangouts,15.718801539493164,2.6879,-9.6739,finance
Topic6,14.766805860586931,texans,15.718801539475804,2.6879,-9.6739,finance
Topic6,41.4965292713728,pasta,44.18527803944216,2.6876,-8.6407,finance
Topic6,41.4753742807338,freelancers,44.18774651025851,2.687,-8.6412,finance
Topic6,13.785622749556602,happiness,14.737618425441308,2.6836,-9.7427,finance
Topic6,13.785622747448603,restock,14.73761842538539,2.6836,-9.7427,finance
Topic6,12.804439636853205,hustles,13.756435311387424,2.6787,-9.8165,finance
Topic6,12.804439634950556,tasting,13.756435311341914,2.6787,-9.8165,finance
Topic6,39.29311769351774,compass,42.30086595443581,2.6766,-8.6953,finance
Topic6,18.25345411285311,kitchens,19.65186333107675,2.6766,-9.462,finance
Topic6,120.05926991230956,acorns,131.74095612848146,2.6575,-7.5783,finance
Topic6,24.549492132820802,bottled,26.52536635629955,2.673,-9.1656,finance
Topic6,198.89203086367561,parents,224.67268732643274,2.6285,-7.0736,finance
Topic6,182.0269050733652,hourly,206.42791879338955,2.6246,-7.1622,finance
Topic6,80.34117545894243,sanitizers,89.35745607132733,2.644,-7.98,finance
Topic6,46.54038677105827,insecurity,51.10510438718278,2.6568,-8.526,finance
Topic6,35.11780428109298,hungry,38.33920156053807,2.6626,-8.8076,finance
Topic6,61.45338543906956,grocers,69.79662312408222,2.6231,-8.248,finance
Topic6,111.62521174495005,walgreens,131.1949544817442,2.5888,-7.6512,finance
Topic6,78.2209738152185,essentials,90.37795110438678,2.6059,-8.0068,finance
Topic6,102.50811309416903,listings,121.09263434952582,2.5838,-7.7364,finance
Topic6,116.53603240921068,freedom,139.9696728749019,2.5672,-7.6081,finance
Topic6,68.45484604191627,neighborhood,79.63953796756824,2.599,-8.1401,finance
Topic6,65.25323724242423,rogers,75.78301442611189,2.6008,-8.188,finance
Topic6,1377.8113469023372,food,2166.4745538191473,2.2978,-5.1381,finance
Topic6,93.8122585400282,wipes,113.12076503912382,2.5632,-7.825,finance
Topic6,299.69965782503573,grocery,413.8419281604172,2.4277,-6.6635,finance
Topic6,1811.710544585692,workers,3116.712103193915,2.2079,-4.8643,finance
Topic6,412.9020490115404,children,599.2127392209425,2.378,-6.3431,finance
Topic6,307.3454376907855,employers,438.8094693241843,2.3943,-6.6383,finance
Topic6,945.4900493793331,pay,1667.5000397973156,2.183,-5.5146,finance
Topic6,240.61457497437343,drivers,343.23112935215016,2.3952,-6.8831,finance
Topic6,783.7450836519723,amazon,1390.9338957690243,2.1767,-5.7022,finance
Topic6,498.5901390996157,students,826.6780830645963,2.2447,-6.1545,finance
Topic6,239.2018798468602,student,349.7838323837162,2.3704,-6.889,finance
Topic6,563.7586910213435,hand,1004.6826260891743,2.1726,-6.0317,finance
Topic6,166.3272279608915,kids,231.38391817703405,2.4203,-7.2524,finance
Topic6,286.7340774284676,women,460.58384837344903,2.2764,-6.7078,finance
Topic6,457.92711254321017,families,862.9150608827256,2.1168,-6.2396,finance
Topic6,365.2330080592988,sick,647.9819796888552,2.1771,-6.4658,finance
Topic6,1763.315321609312,work,5365.414295850528,1.6376,-4.8914,finance
Topic6,1773.383109977474,employees,5421.195066589566,1.633,-4.8857,finance
Topic6,1648.203515491982,home,4936.361022178448,1.6534,-4.9589,finance
Topic6,1539.1366327952874,need,4550.07681359972,1.6665,-5.0273,finance
Topic6,920.1832494008883,social,2355.448722066793,1.8105,-5.5417,finance
Topic6,519.6776552170987,family,1090.6572988942746,2.0091,-6.1131,finance
Topic6,560.025252787807,masks,1243.12485201327,1.953,-6.0383,finance
Topic6,410.5548266772459,job,814.6993916746444,2.0651,-6.3488,finance
Topic6,2462.1842307089337,people,11481.30887784284,1.2107,-4.5575,finance
Topic6,588.3676135201248,delivery,1448.5396945192476,1.8494,-5.989,finance
Topic6,756.6738100052373,small,2254.893343405037,1.6585,-5.7374,finance
Topic6,1172.0575116286716,like,4725.828170306125,1.3561,-5.2998,finance
Topic6,1278.1529887770644,help,5625.762054574943,1.2684,-5.2131,finance
Topic6,545.1029194011871,says,1380.6621404297898,1.821,-6.0653,finance
Topic6,545.0590653134367,benefits,1409.6490615272035,1.8002,-6.0654,finance
Topic6,1695.141748432215,time,10500.709694609337,0.9267,-4.9308,finance
Topic6,911.9388651263423,make,3579.22925886491,1.3831,-5.5507,finance
Topic6,877.8644865781215,working,3543.4030906701623,1.355,-5.5888,finance
Topic6,577.6194203367231,stay,1783.7297102321731,1.6228,-6.0074,finance
Topic6,519.5926154014869,relief,1415.8363125979522,1.7479,-6.1133,finance
Topic6,561.4959351700893,want,1772.7063050002544,1.6007,-6.0357,finance
Topic6,596.1911265739268,way,2126.934547020021,1.4785,-5.9758,finance
Topic6,638.5817247870928,online,2566.256407661121,1.3594,-5.9071,finance
Topic6,1132.122391486367,health,14561.122891049787,0.1961,-5.3345,finance
